image_idx,diagram_type,type_confidence,visual_complexity,color_entropy,text_density,spatial_layout,enrichment,specific_num_nodes,specific_num_edges,specific_graph_density,specific_avg_node_degree,specific_is_connected,color_num_dominant_colors,color_largest_segment_ratio,color_color_balance,color_compactness,color_segment_2_ratio,lbp_entropy,orb_count,orb_spread,learned_type,learned_confidence,original_caption,enriched_caption,specific_num_segments,specific_has_labels,specific_is_donut,specific_color_coded,specific_num_shapes,specific_num_lines,specific_has_structure,specific_dominant_feature
561,network_graph,0.98625,0.5092466247805637,0.55499095,0.200445434298441,networked,"Network graph with 210 nodes and 505 edges, density 0.02",210.0,505.0,0.02301207564365459,4.809523809523809,True,4,0.7183152173913043,0.7397873215786392,49427116.366695,0.11240489130434783,3.429042469053772,500,0.27466071303619444,network_graph,0.98625,"Behaviorism in Learning, , elements: A scientist figures conspicuously displays different learning modules (represented by three cribs) with various icons, while a group of children observes from the right. The background features shelves filled with books labeled 'Behaviorism'.","Behaviorism in Learning, , elements: A scientist figures conspicuously displays different learning modules (represented by three cribs) with various icons, while a group of children observes from the right. The background features shelves filled with books labeled 'Behaviorism'. [Visual Analysis: Network graph with 210 nodes and 505 edges, density 0.02]",,,,,,,,
562,network_graph,0.9119047619047619,0.3278582611212674,0.51334655,0.06041666666666667,radial,"Pie chart with 18 segments, unlabeled",,,,,,3,0.8020442708333333,0.6986151238696393,3465268.3198242337,0.0667578125,3.1812912093504657,500,0.2656668422251639,network_graph,0.9119047619047619,"Behaviourist Theory, , elements: Text explaining the behaviourist theory, emphasizing the acquisition of behavior through reinforcement based on environmental conditions.","Behaviourist Theory, , elements: Text explaining the behaviourist theory, emphasizing the acquisition of behavior through reinforcement based on environmental conditions. [Visual Analysis: Pie chart with 18 segments, unlabeled]",18.0,False,True,True,,,,
563,network_graph,0.9339285714285716,0.17897615429592312,0.39403027,0.0031525851197982345,networked,"Network graph with 91 nodes and 196 edges, density 0.05",91.0,196.0,0.04786324786324787,4.3076923076923075,True,2,0.7096121031746032,0.7398274808956455,258911805.2967535,0.17352281746031745,2.36826151252468,500,0.3403313854286136,network_graph,0.9339285714285716,"Design Thinking Process, Circular Flow Diagram, elements: Five circular elements labeled: Ask, Imagine, Plan, Create, Improve, connected by lightning bolt lines, with each circle containing key prompts related to each step.","Design Thinking Process, Circular Flow Diagram, elements: Five circular elements labeled: Ask, Imagine, Plan, Create, Improve, connected by lightning bolt lines, with each circle containing key prompts related to each step. [Visual Analysis: Network graph with 91 nodes and 196 edges, density 0.05]",,,,,,,,
564,network_graph,0.970625,0.3327445793206966,0.31318557,0.645,networked,"Network graph with 169 nodes and 360 edges, density 0.03",169.0,360.0,0.0253592561284869,4.260355029585799,True,2,0.83198,0.6830138774017958,241616918.67466104,0.087980625,2.794152582020564,500,0.3748709056133498,network_graph,0.970625,"Universal Design for Learning (UDL), Flow Diagram, elements: Three main components represented as interconnected puzzle pieces: Representation (green), Expression (blue), and Engagement (purple), each with accompanying descriptions titled 'The What', 'The How', and 'The Why'.","Universal Design for Learning (UDL), Flow Diagram, elements: Three main components represented as interconnected puzzle pieces: Representation (green), Expression (blue), and Engagement (purple), each with accompanying descriptions titled 'The What', 'The How', and 'The Why'. [Visual Analysis: Network graph with 169 nodes and 360 edges, density 0.03]",,,,,,,,
565,network_graph,0.9423333333333332,0.3390650214047592,0.34272236,0.14214046822742477,networked,"Network graph with 203 nodes and 364 edges, density 0.02",203.0,364.0,0.017753499487879822,3.586206896551724,True,1,0.8658175602434753,0.6669314139940978,3301038.2111996636,0.04929959142833319,2.718055303887432,500,0.2855233888667929,network_graph,0.9423333333333332,"Kohlberg's Stages of Moral Reasoning, Flowchart, elements: Five numbered boxes with descriptions of moral reasoning stages, connected by arrows indicating progression: rule obedience to avoidance of punishment, reward-based rule following, social conformity, and the obligation to uphold societal rules.","Kohlberg's Stages of Moral Reasoning, Flowchart, elements: Five numbered boxes with descriptions of moral reasoning stages, connected by arrows indicating progression: rule obedience to avoidance of punishment, reward-based rule following, social conformity, and the obligation to uphold societal rules. [Visual Analysis: Network graph with 203 nodes and 364 edges, density 0.02]",,,,,,,,
566,network_graph,0.9595833333333332,0.19426262852869014,0.35083365,0.07589285714285714,radial,"Pie chart with 18 segments, unlabeled",,,,,,3,0.7635198412698413,0.7174836142375365,115116957.5315932,0.09719940476190476,2.669245938655861,500,0.3285119043015506,network_graph,0.9595833333333332,"PESTEL Analysis, Grid Diagram, elements: Six vertical columns labeled P, E, S, T, E, L to represent Political, Economic, Social, Technological, Environmental, and Legal factors, with bullet points or notes under each category.","PESTEL Analysis, Grid Diagram, elements: Six vertical columns labeled P, E, S, T, E, L to represent Political, Economic, Social, Technological, Environmental, and Legal factors, with bullet points or notes under each category. [Visual Analysis: Pie chart with 18 segments, unlabeled]",18.0,False,True,True,,,,
567,network_graph,0.975,0.3991768368093771,0.64796615,0.11388888888888889,networked,"Network graph with 176 nodes and 222 edges, density 0.01",176.0,222.0,0.014415584415584416,2.522727272727273,True,5,0.4415874565972222,0.8572957926269716,271502259.8461454,0.2863313802083333,3.4874897990042024,500,0.36218526268858575,network_graph,0.975,"Maslow's Hierarchy of Employee Engagement, Pyramid Diagram, elements: Pyramid structure divided into five levels: Highly Engaged, Engaged, Almost Engaged, Not Engaged, and Disengaged. Each level contains descriptions of employee feelings and motivations, with the top labeled 'Self Actualisation' and bottom labeled 'Survival'.","Maslow's Hierarchy of Employee Engagement, Pyramid Diagram, elements: Pyramid structure divided into five levels: Highly Engaged, Engaged, Almost Engaged, Not Engaged, and Disengaged. Each level contains descriptions of employee feelings and motivations, with the top labeled 'Self Actualisation' and bottom labeled 'Survival'. [Visual Analysis: Network graph with 176 nodes and 222 edges, density 0.01]",,,,,,,,
568,network_graph,0.9436666666666668,0.3333069759111097,0.52022177,0.05373303167420814,networked,"Network graph with 108 nodes and 136 edges, density 0.02",108.0,136.0,0.02353755624783662,2.5185185185185186,True,5,0.23215551839464882,0.9780936662922308,172026437.52591133,0.20715719063545152,3.597107802282594,500,0.3110654236758068,network_graph,0.9436666666666668,"Learning Styles, Horizontal Layout, elements: Four columns representing different learning styles: Visual, Auditory, Reading & Writing, and Kinesthetic, with appropriate icons above each label. A horizontal arrow at the bottom stating 'Offer training across all learning styles'.","Learning Styles, Horizontal Layout, elements: Four columns representing different learning styles: Visual, Auditory, Reading & Writing, and Kinesthetic, with appropriate icons above each label. A horizontal arrow at the bottom stating 'Offer training across all learning styles'. [Visual Analysis: Network graph with 108 nodes and 136 edges, density 0.02]",,,,,,,,
569,network_graph,0.9775,0.33068516173344903,0.5814897,0.5055555555555555,networked,"Network graph with 163 nodes and 288 edges, density 0.02",163.0,288.0,0.021813224267211998,3.5337423312883436,True,4,0.8113763888888889,0.6941973241552333,184755105.23004663,0.05381180555555556,3.0675363762546506,500,0.2508744972984257,network_graph,0.9775,"PESTEL Analysis, Grid, elements: A grid divided into six columns labeled: Political, Economic, Sociocultural, Technological, Environmental, and Legal, each with rows indicating professional impact statements.","PESTEL Analysis, Grid, elements: A grid divided into six columns labeled: Political, Economic, Sociocultural, Technological, Environmental, and Legal, each with rows indicating professional impact statements. [Visual Analysis: Network graph with 163 nodes and 288 edges, density 0.02]",,,,,,,,
570,network_graph,0.9723928571428572,0.10690536358895007,0.81188244,0.022222222222222223,radial,"Pie chart with 10 segments, unlabeled",,,,,,3,0.4837223639455782,0.8194461203124126,322130910.16761625,0.3227310090702948,2.7860011769626865,500,0.15282181814037302,network_graph,0.9723928571428572,"Bloom's Taxonomy, Pyramid Diagram, elements: Stylized pyramid with layered sections, with 'What is Bloom's Taxonomy?' text prominently displayed in bold typography.","Bloom's Taxonomy, Pyramid Diagram, elements: Stylized pyramid with layered sections, with 'What is Bloom's Taxonomy?' text prominently displayed in bold typography. [Visual Analysis: Pie chart with 10 segments, unlabeled]",10.0,False,True,True,,,,
571,network_graph,0.9784999999999999,0.33480836887356413,0.31558174,0.5416666666666666,networked,"Network graph with 144 nodes and 204 edges, density 0.02",144.0,204.0,0.019813519813519812,2.8333333333333335,True,2,0.825869140625,0.6855989754673888,119434453.22463834,0.09911458333333334,2.818013714810076,500,0.2781852618991745,network_graph,0.9784999999999999,"Porter's Five Forces Analysis, Radial Diagram, elements: Central circle labeled 'Competitive Rivalry' with four surrounding segments: 'Threat of New Entrants,' 'Threat of Substitutes,' 'Bargaining Power of Suppliers,' and 'Bargaining Power of Buyers,' each containing key factors and checks.","Porter's Five Forces Analysis, Radial Diagram, elements: Central circle labeled 'Competitive Rivalry' with four surrounding segments: 'Threat of New Entrants,' 'Threat of Substitutes,' 'Bargaining Power of Suppliers,' and 'Bargaining Power of Buyers,' each containing key factors and checks. [Visual Analysis: Network graph with 144 nodes and 204 edges, density 0.02]",,,,,,,,
572,network_graph,0.954375,0.21808218868162155,0.26893103,0.37222222222222223,networked,"Network graph with 93 nodes and 139 edges, density 0.03",93.0,139.0,0.032491818606825616,2.989247311827957,True,1,0.8677972222222222,0.6659250110359198,129202356.31576839,0.04113611111111111,2.3876074666218394,500,0.28430690017153626,network_graph,0.954375,"McKinsey 7S Model, Network Diagram, elements: Central element labeled 'SHARED VALUES' surrounded by six elements: 'STRATEGY', 'STRUCTURE', 'SYSTEMS', 'STYLE', 'SKILLS', and 'STAFF', with lines connecting all elements.","McKinsey 7S Model, Network Diagram, elements: Central element labeled 'SHARED VALUES' surrounded by six elements: 'STRATEGY', 'STRUCTURE', 'SYSTEMS', 'STYLE', 'SKILLS', and 'STAFF', with lines connecting all elements. [Visual Analysis: Network graph with 93 nodes and 139 edges, density 0.03]",,,,,,,,
573,network_graph,0.9075,0.5019985458315072,0.6461606,0.6694444444444444,networked,"Network graph with 212 nodes and 460 edges, density 0.02",212.0,460.0,0.020566931950281676,4.339622641509434,True,5,0.6038258870442709,0.7973841548999393,95202179.30295864,0.11819288465711805,3.6348674280857143,500,0.2553069923673525,network_graph,0.9075,"V.A.R.K. Learning Styles, , elements: Overview section with four learning styles listed: Visual, Aural, Reading/Writing, Kinesthetic; each style includes description and teaching methods.","V.A.R.K. Learning Styles, , elements: Overview section with four learning styles listed: Visual, Aural, Reading/Writing, Kinesthetic; each style includes description and teaching methods. [Visual Analysis: Network graph with 212 nodes and 460 edges, density 0.02]",,,,,,,,
574,network_graph,0.925,0.177521973147723,0.70339113,0.14302059496567504,radial,"Pie chart with 12 segments, unlabeled",,,,,,1,0.9260055803571429,0.6369532508883775,30458676.362273507,0.028243303571428572,3.5536917759346824,500,0.26843943827574607,network_graph,0.925,"Engineering Design Process, Flowchart, elements: Sequential steps in circular nodes: identify the problem, brainstorm solutions, select a design, build a model or prototype, test and evaluate, share the solution, optimize the design, with arrows indicating flow direction.","Engineering Design Process, Flowchart, elements: Sequential steps in circular nodes: identify the problem, brainstorm solutions, select a design, build a model or prototype, test and evaluate, share the solution, optimize the design, with arrows indicating flow direction. [Visual Analysis: Pie chart with 12 segments, unlabeled]",12.0,False,True,True,,,,
